what types of ground transportation are there to san francisco airport .	O O O O O O O O B-airport_name I-airport_name I-airport_name O	ROOT ( atis_ground_service ( toloc ( airport_name ( $airport_name ) ) ) )	11 11 11 11 11 11 11 11 8 11 11 11 11
does continental airlines fly from denver to san francisco .	O B-airline_name I-airline_name O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( airline_name ( $airline_name ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 1 9 9 9 9 9 5 9 9 9 9 9 9 7 9 9 9 9
chicago to milwaukee .	B-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 2 3 3 3 3
how many flights does twa have in business class .	O O O O B-airline_code O O B-class_type I-class_type O	ROOT ( atis_quantity ( airline_code ( $airline_code ) class_type ( $class_type ) ) )	9 9 9 9 9 9 4 9 9 9 7 9 9 9
show me the flights from dallas to baltimore in first class .	O O O O O B-city_name O B-city_name O B-class_type I-class_type O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) class_type ( $class_type ) ) )	11 11 11 11 11 11 11 11 5 11 11 11 11 11 11 7 11 11 11 11 9 11 11 11
i'd like to find the least expensive one way fare from boston to philadelphia .	O O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-city_name O B-city_name O	ROOT ( atis_airfare ( cost_relative ( $cost_relative ) round_trip ( $round_trip ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 5 14 14 14 7 14 14 14 14 14 11 14 14 14 14 14 14 13 14 14 14 14
how many booking classes are there .	O O O O O O O	ROOT ( atis_quantity )	6 6 6 6
what are the flights from tacoma to san jose on wednesday the nineteenth .	O O O O O B-city_name O B-city_name I-city_name O B-day_name O B-day_number O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( day_name ( $day_name ) day_number ( $day_number ) ) ) )	13 13 13 13 13 13 13 13 5 13 13 13 13 13 13 7 13 13 13 13 13 13 10 13 13 13 12 13 13 13 13
what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco .	O O O B-city_name B-month_name B-day_number B-time_relative B-time I-time O O O B-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) depart_date ( month_name ( $month_name ) day_number ( $day_number ) ) depart_time ( time_relative ( $time_relative ) time ( $time ) ) toloc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 14 14 3 14 14 14 14 14 14 4 14 14 14 5 14 14 14 14 14 14 6 14 14 14 7 14 14 14 14 14 14 12 14 14 14 14
please list all the arriving and departing flights from general mitchell international .	O O O O O O O O O B-airport_name I-airport_name I-airport_name O	ROOT ( atis_flight ( fromloc ( airport_name ( $airport_name ) ) ) )	12 12 12 12 12 12 12 12 9 12 12 12 12
what time zone is denver in .	O O O O B-city_name O O	ROOT ( atis_city ( city_name ( $city_name ) ) )	6 6 6 6 6 6 4 6 6 6
i want to find the first flight from baltimore to boston that serves a meal .	O O O O O B-flight_mod O O B-city_name O B-city_name O O O B-meal O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) meal ( $meal ) ) )	15 15 15 15 15 15 5 15 15 15 15 15 8 15 15 15 15 15 15 10 15 15 15 15 14 15 15 15
from seattle to salt lake city .	O B-city_name O B-city_name I-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	6 6 6 6 6 6 6 6 1 6 6 6 6 6 6 3 6 6 6 6
can you show me the flights from dallas to baltimore with economy fares .	O O O O O O O B-city_name O B-city_name O B-economy O O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) economy ( $economy ) ) )	13 13 13 13 13 13 13 13 7 13 13 13 13 13 13 9 13 13 13 13 11 13 13 13
what flights leave from phoenix .	O O O O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) ) )	5 5 5 5 5 5 5 5 4 5 5 5 5
what are the flights from pittsburgh to denver .	O O O O O B-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	8 8 8 8 8 8 8 8 5 8 8 8 8 8 8 7 8 8 8 8
show flights leaving miami to cleveland on us air that leave after noon .	O O O B-city_name O B-city_name O B-airline_name I-airline_name O O B-time_relative B-time O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) airline_name ( $airline_name ) depart_time ( time_relative ( $time_relative ) time ( $time ) ) ) )	13 13 13 13 13 13 13 13 3 13 13 13 13 13 13 5 13 13 13 13 7 13 13 13 13 13 11 13 13 13 12 13 13 13 13
please give me a list of all the flights between dallas and baltimore and their cost .	O O O O O O O O O O B-city_name O B-city_name O O O O	ROOT ( AND ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) atis_airfare ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) ) )	16 16 16 16 16 16 16 16 16 16 10 16 16 16 16 16 16 12 16 16 16 16 16 16 16 16 16 10 16 16 16 16 16 16 12 16 16 16 16 16
what does fare code y mean .	O O O O B-fare_basis_code O O	ROOT ( atis_abbreviation ( fare_basis_code ( $fare_basis_code ) ) )	6 6 6 6 6 6 4 6 6 6
ground transportation in phoenix .	O O O B-city_name O	ROOT ( atis_ground_service ( city_name ( $city_name ) ) )	4 4 4 4 4 4 3 4 4 4
okay could you tell me what flight leaves dallas to san francisco by united airline .	O O O O O O O O B-city_name O B-city_name I-city_name O B-airline_name I-airline_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) airline_name ( $airline_name ) ) )	15 15 15 15 15 15 15 15 8 15 15 15 15 15 15 10 15 15 15 15 13 15 15 15
show me all flights from denver to san francisco next wednesday which leave after noon .	O O O O O B-city_name O B-city_name I-city_name B-date_relative B-day_name O O B-time_relative B-time O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( date_relative ( $date_relative ) day_name ( $day_name ) ) depart_time ( time_relative ( $time_relative ) time ( $time ) ) ) )	15 15 15 15 15 15 15 15 5 15 15 15 15 15 15 7 15 15 15 15 15 15 9 15 15 15 10 15 15 15 15 15 15 13 15 15 15 14 15 15 15 15
is there a flight from atlanta to san francisco that stops over in denver .	O O O O O B-city_name O B-city_name I-city_name O O O O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) stoploc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 14 14 5 14 14 14 14 14 14 7 14 14 14 14 14 14 13 14 14 14 14
show departures and arrivals in atlanta for american airlines .	O O O O O B-city_name O B-airline_name I-airline_name O	ROOT ( atis_flight ( city_name ( $city_name ) airline_name ( $airline_name ) ) )	9 9 9 9 9 9 5 9 9 9 7 9 9 9
show me the flights from dallas to atlanta .	O O O O O B-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	8 8 8 8 8 8 8 8 5 8 8 8 8 8 8 7 8 8 8 8
what flights are available from denver to san francisco .	O O O O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 9 9 5 9 9 9 9 9 9 7 9 9 9 9
what is the cost of a flight from boston to denver .	O O O O O O O O B-city_name O B-city_name O	ROOT ( atis_airfare ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	11 11 11 11 11 11 11 11 8 11 11 11 11 11 11 10 11 11 11 11
show me the earliest flight from san jose to pittsburgh that serves a snack .	O O O B-flight_mod O O B-city_name I-city_name O B-city_name O O O B-meal_description O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) meal_description ( $meal_description ) ) )	14 14 14 14 14 14 3 14 14 14 14 14 6 14 14 14 14 14 14 9 14 14 14 14 13 14 14 14
could you please give me the round trip fare from denver to atlanta .	O O O O O O B-round_trip I-round_trip O O B-city_name O B-city_name O	ROOT ( atis_airfare ( round_trip ( $round_trip ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	13 13 13 13 13 13 6 13 13 13 13 13 10 13 13 13 13 13 13 12 13 13 13 13
do you have a flight leaving boston at 645 am going to washington .	O O O O O O B-city_name O B-time I-time O O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) depart_time ( time ( $time ) ) toloc ( city_name ( $city_name ) ) ) )	13 13 13 13 13 13 13 13 6 13 13 13 13 13 13 8 13 13 13 13 13 13 12 13 13 13 13
what are all the flights into atlanta's airport .	O O O O O O B-city_name O O	ROOT ( atis_flight ( toloc ( city_name ( $city_name ) ) ) )	8 8 8 8 8 8 8 8 6 8 8 8 8
show me the flights from atlanta to denver on friday .	O O O O O B-city_name O B-city_name O B-day_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( day_name ( $day_name ) ) ) )	10 10 10 10 10 10 10 10 5 10 10 10 10 10 10 7 10 10 10 10 10 10 9 10 10 10 10
what does fare code qx mean .	O O O O B-fare_basis_code O O	ROOT ( atis_abbreviation ( fare_basis_code ( $fare_basis_code ) ) )	6 6 6 6 6 6 4 6 6 6
i would like information on twa flights from washington to philadelphia .	O O O O O B-airline_code O O B-city_name O B-city_name O	ROOT ( atis_flight ( airline_code ( $airline_code ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	11 11 11 11 11 11 5 11 11 11 11 11 8 11 11 11 11 11 11 10 11 11 11 11
which airlines fly from boston to washington dc but stopover in some other city .	O O O O B-city_name O B-city_name B-state_code O O O O O O O	ROOT ( atis_airline ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) state_code ( $state_code ) ) ) )	14 14 14 14 14 14 14 14 4 14 14 14 14 14 14 6 14 14 14 7 14 14 14 14
ground transportation in oakland .	O O O B-city_name O	ROOT ( atis_ground_service ( city_name ( $city_name ) ) )	4 4 4 4 4 4 3 4 4 4
list all afternoon flights on united airlines from san francisco to denver .	O O B-period_of_day O O B-airline_name I-airline_name O B-city_name I-city_name O B-city_name O	ROOT ( atis_flight ( depart_time ( period_of_day ( $period_of_day ) ) airline_name ( $airline_name ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	12 12 12 12 12 12 12 12 2 12 12 12 12 5 12 12 12 12 12 8 12 12 12 12 12 12 11 12 12 12 12
show me all flights from san francisco to pittsburgh on a monday .	O O O O O B-city_name I-city_name O B-city_name O O B-day_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( day_name ( $day_name ) ) ) )	12 12 12 12 12 12 12 12 5 12 12 12 12 12 12 8 12 12 12 12 12 12 11 12 12 12 12
what is the latest flight leaving boston to denver .	O O O B-flight_mod O O B-city_name O B-city_name O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 3 9 9 9 9 9 6 9 9 9 9 9 9 8 9 9 9 9
okay i would like to know the type of aircraft used on a flight from cleveland to dallas please .	O O O O O O O O O O O O O O O B-city_name O B-city_name O O	ROOT ( atis_aircraft ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	19 19 19 19 19 19 19 19 15 19 19 19 19 19 19 17 19 19 19 19
please show me the flights from las vegas to detroit on the twenty eighth .	O O O O O O B-city_name I-city_name O B-city_name O O B-day_number I-day_number O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( day_number ( $day_number ) ) ) )	14 14 14 14 14 14 14 14 6 14 14 14 14 14 14 9 14 14 14 14 14 14 12 14 14 14 14
i'd like to take a flight that begins in boston and lands at dallas fort worth but i'd like to stop over in philadelphia .	O O O O O O O O O B-city_name O O O B-city_name I-city_name I-city_name O O O O O O O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) stoploc ( city_name ( $city_name ) ) ) )	24 24 24 24 24 24 24 24 9 24 24 24 24 24 24 13 24 24 24 24 24 24 23 24 24 24 24
give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee .	O O O B-flight_mod O B-today_relative O B-airline_name I-airline_name O B-city_name I-city_name O B-city_name O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) depart_date ( today_relative ( $today_relative ) ) airline_name ( $airline_name ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 3 14 14 14 14 14 5 14 14 14 14 7 14 14 14 14 14 10 14 14 14 14 14 14 13 14 14 14 14
american airlines from denver to milwaukee .	B-airline_name I-airline_name O B-city_name O B-city_name O	ROOT ( atis_flight ( airline_name ( $airline_name ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	6 6 6 6 6 6 0 6 6 6 6 6 3 6 6 6 6 6 6 5 6 6 6 6
i need a return flight from philadelphia to boston .	O O O O O O B-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 9 9 6 9 9 9 9 9 9 8 9 9 9 9
northwest flights with stops in denver .	B-airline_name O O O O B-city_name O	ROOT ( atis_flight ( airline_name ( $airline_name ) stoploc ( city_name ( $city_name ) ) ) )	6 6 6 6 6 6 0 6 6 6 6 6 5 6 6 6 6
what is the first class fare from baltimore to dallas .	O O O B-class_type I-class_type O O B-city_name O B-city_name O	ROOT ( atis_airfare ( class_type ( $class_type ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	10 10 10 10 10 10 3 10 10 10 10 10 7 10 10 10 10 10 10 9 10 10 10 10
could you please tell me the airlines that fly from toronto to san diego .	O O O O O O O O O O B-city_name O B-city_name I-city_name O	ROOT ( atis_airline ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 14 14 10 14 14 14 14 14 14 12 14 14 14 14
what is the earliest flight from memphis to cincinnati on june thirtieth .	O O O B-flight_mod O O B-city_name O B-city_name O B-month_name B-day_number O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( month_name ( $month_name ) day_number ( $day_number ) ) ) )	12 12 12 12 12 12 3 12 12 12 12 12 6 12 12 12 12 12 12 8 12 12 12 12 12 12 10 12 12 12 11 12 12 12 12
show me the nonstop flights from dallas to houston .	O O O B-flight_stop O O B-city_name O B-city_name O	ROOT ( atis_flight ( flight_stop ( $flight_stop ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 3 9 9 9 9 9 6 9 9 9 9 9 9 8 9 9 9 9
show me economy fares from dallas to baltimore .	O O B-economy O O B-city_name O B-city_name O	ROOT ( atis_airfare ( economy ( $economy ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	8 8 8 8 8 8 2 8 8 8 8 8 5 8 8 8 8 8 8 7 8 8 8 8
i would like a flight on continental airlines on august twentieth from washington to pittsburgh .	O O O O O O B-airline_name I-airline_name O B-month_name B-day_number O B-city_name O B-city_name O	ROOT ( atis_flight ( airline_name ( $airline_name ) depart_date ( month_name ( $month_name ) day_number ( $day_number ) ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	15 15 15 15 15 15 6 15 15 15 15 15 9 15 15 15 10 15 15 15 15 15 15 12 15 15 15 15 15 15 14 15 15 15 15
do you have a flight on wednesday from denver to washington dc nonstop .	O O O O O O B-day_name O B-city_name O B-city_name B-state_code B-flight_stop O	ROOT ( atis_flight ( depart_date ( day_name ( $day_name ) ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) state_code ( $state_code ) ) flight_stop ( $flight_stop ) ) )	13 13 13 13 13 13 13 13 6 13 13 13 13 13 13 8 13 13 13 13 13 13 10 13 13 13 11 13 13 13 13 12 13 13 13
what is ewr .	O O B-airport_code O	ROOT ( atis_abbreviation ( airport_code ( $airport_code ) ) )	3 3 3 3 3 3 2 3 3 3
i want to fly boston to san francisco .	O O O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	8 8 8 8 8 8 8 8 4 8 8 8 8 8 8 6 8 8 8 8
what flight leaves dallas for atlanta on august twenty seventh in the evening .	O O O B-city_name O B-city_name O B-month_name B-day_number I-day_number O O B-period_of_day O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) depart_date ( month_name ( $month_name ) day_number ( $day_number ) ) depart_time ( period_of_day ( $period_of_day ) ) ) )	13 13 13 13 13 13 13 13 3 13 13 13 13 13 13 5 13 13 13 13 13 13 7 13 13 13 8 13 13 13 13 13 13 12 13 13 13 13
wednesday morning flights between baltimore and newark .	B-day_name B-period_of_day O O B-city_name O B-city_name O	ROOT ( atis_flight ( depart_date ( day_name ( $day_name ) ) depart_time ( period_of_day ( $period_of_day ) ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	7 7 7 7 7 7 7 7 0 7 7 7 7 7 7 1 7 7 7 7 7 7 4 7 7 7 7 7 7 6 7 7 7 7
show me flights from dallas to pittsburgh .	O O O O B-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 6 7 7 7 7
what flights are there arriving in chicago on continental after 11 pm .	O O O O O O B-city_name O B-airline_name B-time_relative B-time I-time O	ROOT ( atis_flight ( toloc ( city_name ( $city_name ) ) airline_name ( $airline_name ) arrive_time ( time_relative ( $time_relative ) time ( $time ) ) ) )	12 12 12 12 12 12 12 12 6 12 12 12 12 8 12 12 12 12 12 9 12 12 12 10 12 12 12 12
what is the lowest cost fare that delta has between boston and san francisco .	O O O B-cost_relative I-cost_relative O O B-airline_name O O B-city_name O B-city_name I-city_name O	ROOT ( atis_airfare ( cost_relative ( $cost_relative ) airline_name ( $airline_name ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	14 14 14 14 14 14 3 14 14 14 7 14 14 14 14 14 10 14 14 14 14 14 14 12 14 14 14 14
i'd like to go from boston to san francisco .	O O O O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 9 9 5 9 9 9 9 9 9 7 9 9 9 9
round trip air fares from pittsburgh to philadelphia less than 1000 dollars .	B-round_trip I-round_trip O O O B-city_name O B-city_name B-cost_relative O B-fare_amount I-fare_amount O	ROOT ( atis_airfare ( round_trip ( $round_trip ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) cost_relative ( $cost_relative ) fare_amount ( $fare_amount ) ) )	12 12 12 12 12 12 0 12 12 12 12 12 5 12 12 12 12 12 12 7 12 12 12 12 8 12 12 12 10 12 12 12
does any airline have a jet flight between pittsburgh and baltimore .	O O O O O O O O B-city_name O B-city_name O	ROOT ( atis_airline ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	11 11 11 11 11 11 11 11 8 11 11 11 11 11 11 10 11 11 11 11
what is mco .	O O B-airport_code O	ROOT ( atis_abbreviation ( airport_code ( $airport_code ) ) )	3 3 3 3 3 3 2 3 3 3
show me the flights from newark new jersey to ontario international next saturday .	O O O O O B-city_name B-state_name I-state_name O B-airport_name I-airport_name B-date_relative B-day_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) state_name ( $state_name ) ) toloc ( airport_name ( $airport_name ) ) depart_date ( date_relative ( $date_relative ) day_name ( $day_name ) ) ) )	13 13 13 13 13 13 13 13 5 13 13 13 6 13 13 13 13 13 13 9 13 13 13 13 13 13 11 13 13 13 12 13 13 13 13
i want to fly from dallas fort worth to philadelphia .	O O O O O B-city_name I-city_name I-city_name O B-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	10 10 10 10 10 10 10 10 5 10 10 10 10 10 10 9 10 10 10 10
show me flights between new york city and las vegas .	O O O O B-city_name I-city_name I-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	10 10 10 10 10 10 10 10 4 10 10 10 10 10 10 8 10 10 10 10
how long does it take to get from atlanta airport into the city of atlanta .	O O O O O O O O B-airport_name I-airport_name O O O O B-city_name O	ROOT ( atis_distance ( fromloc ( airport_name ( $airport_name ) ) toloc ( city_name ( $city_name ) ) ) )	15 15 15 15 15 15 15 15 8 15 15 15 15 15 15 14 15 15 15 15
show me all first class prices from dallas to baltimore .	O O O B-class_type I-class_type O O B-city_name O B-city_name O	ROOT ( atis_airfare ( class_type ( $class_type ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	10 10 10 10 10 10 3 10 10 10 10 10 7 10 10 10 10 10 10 9 10 10 10 10
is there a flight between san francisco and boston with a stopover in dallas fort worth .	O O O O O B-city_name I-city_name O B-city_name O O O O B-city_name I-city_name I-city_name O	ROOT ( atis_flight ( fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) stoploc ( city_name ( $city_name ) ) ) )	16 16 16 16 16 16 16 16 5 16 16 16 16 16 16 8 16 16 16 16 16 16 13 16 16 16 16
show me ground transportation information for san francisco .	O O O O O O B-city_name I-city_name O	ROOT ( atis_ground_service ( city_name ( $city_name ) ) )	8 8 8 8 8 8 6 8 8 8
need an inexpensive flight from baltimore to san francisco .	O O B-flight_mod O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	9 9 9 9 9 9 2 9 9 9 9 9 5 9 9 9 9 9 9 7 9 9 9 9
find the earliest flight from boston to oakland that serves breakfast .	O O B-flight_mod O O B-city_name O B-city_name O O B-meal_description O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) meal_description ( $meal_description ) ) )	11 11 11 11 11 11 2 11 11 11 11 11 5 11 11 11 11 11 11 7 11 11 11 11 10 11 11 11
show me all the direct flights from atlanta to baltimore .	O O O O B-connect O O B-city_name O B-city_name O	ROOT ( atis_flight ( connect ( $connect ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	10 10 10 10 10 10 4 10 10 10 10 10 7 10 10 10 10 10 10 9 10 10 10 10
latest flight from houston to san jose .	B-flight_mod O O B-city_name O B-city_name I-city_name O	ROOT ( atis_flight ( flight_mod ( $flight_mod ) fromloc ( city_name ( $city_name ) ) toloc ( city_name ( $city_name ) ) ) )	7 7 7 7 7 7 0 7 7 7 7 7 3 7 7 7 7 7 7 5 7 7 7 7
